type,layer,row,col,value
weight,1,1,6,0.00141044
weight,1,1,7,-0.00120509
weight,1,1,8,-0.000607193
weight,1,1,9,-0.00234376
weight,1,1,10,-0.00217211
weight,1,1,11,0.000832805
weight,1,1,12,0.00126833
weight,1,1,13,-0.00253359
weight,1,1,14,-0.00103955
weight,1,1,15,0.00108652
weight,1,1,16,0.000861252
weight,1,1,17,0.00111284
weight,1,1,18,-0.000981762
weight,1,1,19,0.00224755
weight,1,1,20,-0.000988298
weight,1,1,21,0.000442413
weight,1,1,22,7.83321e-05
weight,1,1,23,0.00107532
weight,1,1,24,-0.00225749
weight,1,1,25,0.00154197
weight,1,1,26,-0.000170624
weight,1,1,27,0.00200546
weight,1,1,28,-0.000499676
weight,1,1,29,-0.000964015
weight,1,1,30,0.000835008
weight,1,1,31,-0.000904273
weight,1,1,32,0.00139225
weight,1,1,33,0.0010329
weight,1,1,34,0.00185304
weight,1,1,35,0.00113399
weight,1,1,36,0.00142391
weight,1,1,37,-0.000298142
weight,1,1,38,0.00153889
weight,1,1,39,0.000634239
weight,1,1,40,-0.000209928
weight,1,1,41,-9.40208e-05
weight,1,1,42,0.00103122
weight,1,1,43,-0.00220663
weight,1,1,44,0.00134707
weight,1,1,45,0.00198023
weight,1,1,46,0.00167895
weight,1,1,47,-0.00216129
weight,1,1,48,-0.000137812
weight,1,1,49,0.00249729
weight,1,1,50,-0.00186323
weight,1,1,51,-0.000711658
weight,1,1,52,0.000860114
weight,1,1,53,0.000992454
weight,1,1,54,-0.00243484
weight,1,1,55,0.000687638
weight,1,1,56,0.00138587
weight,1,1,57,0.00138768
weight,1,1,58,-0.00158323
weight,1,1,59,-0.00113167
weight,1,1,60,0.000611912
weight,1,1,61,0.00122493
weight,1,1,62,-0.00182806
weight,1,1,63,-0.00149026
weight,1,1,64,0.000770885
weight,1,1,65,-9.20689e-05
weight,1,1,66,0.00237563
weight,1,1,67,0.0008347
weight,1,1,68,0.00122477
weight,1,1,69,-0.00135542
weight,1,1,70,-0.00181846
weight,1,1,71,-0.0024244
weight,1,1,72,0.00239842
weight,1,1,73,0.000565282
weight,1,1,74,-0.001996
weight,1,1,75,0.000640644
weight,1,1,76,-0.000922923
weight,1,1,77,0.0016413
weight,1,1,78,-0.000220082
weight,1,1,79,0.00255989
weight,1,1,80,-0.00146081
weight,1,1,81,0.00247979
weight,1,1,82,-0.00109936
weight,1,1,83,0.00200694
weight,1,1,84,0.00127371
weight,1,1,85,0.000104162
weight,1,1,86,-0.00208241
weight,1,1,87,-0.000821926
weight,1,1,88,0.00154563
weight,1,1,89,-0.00118451
weight,1,1,90,0.00212099
weight,1,1,91,0.00158536
weight,1,1,92,0.000167685
weight,1,1,93,0.00229148
weight,1,1,94,0.000345296
weight,1,1,95,0.000900636
weight,1,1,96,0.000715184
weight,1,1,97,0.00128998
weight,1,1,98,-0.0013713
weight,1,1,99,-0.000852943
weight,1,1,100,-0.000877983
weight,1,1,101,0.00102775
weight,1,1,102,0.000376034
weight,1,1,103,0.000397098
weight,1,1,104,-0.0013293
weight,1,1,105,-0.00010258
weight,1,1,106,0.00233265
weight,1,1,107,-0.00201227
weight,1,1,108,-0.000615877
weight,1,1,109,0.00218178
weight,1,1,110,-0.00219137
weight,1,1,111,-0.000583494
weight,1,1,112,0.000246916
weight,1,1,113,-0.00117123
weight,1,1,114,0.000878747
weight,1,1,115,0.00159181
weight,1,1,116,0.00135295
weight,1,1,117,0.000409698
weight,1,1,118,-1.33089e-05
weight,1,1,119,-0.00193109
weight,1,1,120,0.00158039
weight,1,1,121,-0.00114508
weight,1,1,122,-0.00102387
weight,1,1,123,0.000336491
weight,1,1,124,-0.000903418
weight,1,1,125,-0.00161222
weight,1,1,126,0.000102102
weight,1,1,127,-0.000173083
weight,1,2,0,-0.00166786
weight,1,2,1,0.0022926
weight,1,2,2,0.000368273
weight,1,2,3,0.00239645
weight,1,2,4,5.97613e-05
weight,1,2,5,0.00140696
weight,1,2,6,0.00162317
weight,1,2,7,0.000429301
weight,1,2,8,0.00155287
weight,1,2,9,0.00222185
weight,1,2,10,9.83542e-05
weight,1,2,11,0.000564751
weight,1,2,12,-0.00243139
weight,1,2,13,0.00224064
weight,1,2,14,-0.00130633
weight,1,2,15,-0.00243414
weight,1,2,16,0.000337172
weight,1,2,17,-0.000633755
weight,1,2,18,-0.000460129
weight,1,2,19,0.00160139
weight,1,2,20,-0.00244879
weight,1,2,21,-0.00247878
weight,1,2,22,-0.000315105
weight,1,2,23,-0.00223002
weight,1,2,24,2.05632e-05
weight,1,2,25,0.00203196
weight,1,2,26,0.00224179
weight,1,2,27,-0.0020409
weight,1,2,28,0.00251468
weight,1,2,29,0.000684469
weight,1,2,30,-0.00111071
weight,1,2,31,-0.00215133
weight,1,2,32,0.000182959
weight,1,2,33,0.0020494
weight,1,2,34,0.000244916
weight,1,2,35,0.000360533
weight,1,2,36,-0.00186613
weight,1,2,37,-0.00186148
weight,1,2,38,0.000193003
weight,1,2,39,0.00157102
weight,1,2,40,0.00202077
weight,1,2,41,-0.000957666
weight,1,2,42,-0.000831717
weight,1,2,43,0.000384268
weight,1,2,44,-0.000923112
weight,1,2,45,0.00194133
weight,1,2,46,-0.0010221
weight,1,2,47,0.000329424
weight,1,2,48,0.00195522
weight,1,2,49,-0.00177952
weight,1,2,50,-0.000517313
weight,1,2,51,0.00237552
weight,1,2,52,-0.00118312
weight,1,2,53,-0.00192797
weight,1,2,54,0.0013083
weight,1,2,55,-0.00214694
weight,1,2,56,0.00150225
weight,1,2,57,-0.00183016
weight,1,2,58,0.00246975
weight,1,2,59,-0.00193018
weight,1,2,60,-0.00205393
weight,1,2,61,0.00125129
weight,1,2,62,-0.00119608
weight,1,2,63,-0.000943908
weight,1,2,64,0.000644295
weight,1,2,65,-0.000153752
weight,1,2,66,0.000202514
weight,1,2,67,0.00113817
weight,1,2,68,0.0014219
weight,1,2,69,0.00130649
weight,1,2,70,-0.00188529
weight,1,2,71,-0.00145919
weight,1,2,72,0.0017072
weight,1,2,73,0.00210648
weight,1,2,74,-0.00227108
weight,1,2,75,-0.00100041
weight,1,2,76,0.00233726
weight,1,2,77,-0.000142398
weight,1,2,78,-0.002383
weight,1,2,79,-0.002379
weight,1,2,80,0.002361
weight,1,2,81,-0.00173467
weight,1,2,82,-0.00114223
weight,1,2,83,-0.00131469
weight,1,2,84,0.00153073
weight,1,2,85,-0.000740035
weight,1,2,86,-0.00246213
weight,1,2,87,-0.000393383
weight,1,2,88,-0.00132893
weight,1,2,89,-0.000566692
weight,1,2,90,1.69045e-05
weight,1,2,91,0.00225979
weight,1,2,92,0.000446229
weight,1,2,93,-0.00245835
weight,1,2,94,-0.000860754
weight,1,2,95,-0.00122037
weight,1,2,96,-0.00182604
weight,1,2,97,-0.000224323
weight,1,2,98,0.000231761
weight,1,2,99,-0.00200107
weight,1,2,100,-0.000674516
weight,1,2,101,0.000812885
weight,1,2,102,-0.000525559
weight,1,2,103,-0.000822422
weight,1,2,104,-0.0025565
weight,1,2,105,-0.00216985
weight,1,2,106,-0.000523451
weight,1,2,107,0.00242023
weight,1,2,108,0.00242477
weight,1,2,109,-3.56729e-05
weight,1,2,110,0.00104038
weight,1,2,111,-0.00176476
weight,1,2,112,-0.000113651
weight,1,2,113,0.00116641
weight,1,2,114,0.000550915
weight,1,2,115,0.000388541
weight,1,2,116,-0.0015281
weight,1,2,117,0.00135577
weight,1,2,118,0.000823013
weight,1,2,119,0.00164193
weight,1,2,120,0.00112542
weight,1,2,121,-0.00146841
weight,1,2,122,0.00200274
weight,1,2,123,0.000987018
weight,1,2,124,0.00110949
weight,1,2,125,6.31863e-05
weight,1,2,126,-0.000554481
weight,1,2,127,-0.00101065
weight,1,3,0,0.00226751
weight,1,3,1,-0.000153364
weight,1,3,2,0.000145797
weight,1,3,3,0.00114311
weight,1,3,4,-0.00197631
weight,1,3,5,0.00177321
weight,1,3,6,-0.00110558
weight,1,3,7,0.0018493
weight,1,3,8,-0.00152706
weight,1,3,9,-0.00237476
weight,1,3,10,0.00161002
weight,1,3,11,0.0018266
weight,1,3,12,-0.000794902
weight,1,3,13,-0.00250943
weight,1,3,14,0.000456292
weight,1,3,15,0.00193233
weight,1,3,16,0.00249909
weight,1,3,17,0.000501352
weight,1,3,18,-0.00184506
weight,1,3,19,-0.00109947
weight,1,3,20,-0.00107467
weight,1,3,21,-0.00222152
weight,1,3,22,0.000738634
weight,1,3,23,0.00201817
weight,1,3,24,-0.00126415
weight,1,3,25,-0.00102492
weight,1,3,26,0.00183389
weight,1,3,27,-0.0022351
weight,1,3,28,-0.000413965
weight,1,3,29,0.00134898
weight,1,3,30,-0.00176543
weight,1,3,31,-0.00192017
weight,1,3,32,-0.001414
weight,1,3,33,-0.00111595
weight,1,3,34,-0.00245627
weight,1,3,35,-0.00190572
weight,1,3,36,0.00142571
weight,1,3,37,0.000765364
weight,1,3,38,-0.00166947
weight,1,3,39,0.000487645
weight,1,3,40,0.001149
weight,1,3,41,0.00161098
weight,1,3,42,0.00178889
weight,1,3,43,0.000194878
weight,1,3,44,-0.000291039
weight,1,3,45,-0.00140605
weight,1,3,46,0.000199093
weight,1,3,47,0.00187555
weight,1,3,48,0.00185721
weight,1,3,49,0.000774068
weight,1,3,50,-0.000498061
weight,1,3,51,0.00133114
weight,1,3,52,0.0011094
weight,1,3,53,-0.00175549
weight,1,3,54,0.00208152
weight,1,3,55,0.00219873
weight,1,3,56,0.00106822
weight,1,3,57,-0.00177527
weight,1,3,58,-0.00167492
weight,1,3,59,-0.000517738
weight,1,3,60,-0.00198869
weight,1,3,61,-0.000403163
weight,1,3,62,0.000585245
weight,1,3,63,-0.000207382
weight,1,3,64,0.000785336
weight,1,3,65,7.94158e-05
weight,1,3,66,0.00127181
weight,1,3,67,0.000112219
weight,1,3,68,-0.000556427
weight,1,3,69,0.000111774
weight,1,3,70,-0.00218266
weight,1,3,71,-0.00102811
weight,1,3,72,0.000853712
weight,1,3,73,0.00160985
weight,1,3,74,-0.00131293
weight,1,3,75,-5.46251e-05
weight,1,3,76,-0.00131705
weight,1,3,77,-0.00164137
weight,1,3,78,0.00126664
weight,1,3,79,0.0015647
weight,1,3,80,0.000695582
weight,1,3,81,-0.000391163
weight,1,3,82,0.000280157
weight,1,3,83,-0.000889157
weight,1,3,84,-0.00176386
weight,1,3,85,-0.00131004
weight,1,3,86,0.000229004
weight,1,3,87,0.0023198
weight,1,3,88,0.00157704
weight,1,3,89,0.00126118
weight,1,3,90,0.000507447
weight,1,3,91,-0.00255917
weight,1,3,92,-0.00182483
weight,1,3,93,0.00247833
weight,1,3,94,0.00152255
weight,1,3,95,0.00148459
weight,1,3,96,0.00235502
weight,1,3,97,-0.00110099
weight,1,3,98,-0.00168861
weight,1,3,99,-0.0027923
weight,1,3,100,-0.00228658
weight,1,3,101,-0.00168788
weight,1,3,102,0.00179395
weight,1,3,103,-0.00152348
weight,1,3,104,0.000843199
weight,1,3,105,-0.00183275
weight,1,3,106,-0.00124447
weight,1,3,107,-0.000200827
weight,1,3,108,-0.00179084
weight,1,3,109,-2.3732e-05
weight,1,3,110,-5.14887e-05
weight,1,3,111,-0.00170579
weight,1,3,112,0.00184603
weight,1,3,113,0.000266751
weight,1,3,114,-0.00151771
weight,1,3,115,0.00214368
weight,1,3,116,0.00236478
weight,1,3,117,0.000885414
weight,1,3,118,-0.00128732
weight,1,3,119,0.0017852
weight,1,3,120,0.00175264
weight,1,3,121,-0.00238842
weight,1,3,122,0.00185748
weight,1,3,123,-0.00047968
weight,1,3,124,0.00222047
weight,1,3,125,0.00188048
weight,1,3,126,0.00182192
weight,1,3,127,-0.0012177
weight,1,4,0,-0.00148561
weight,1,4,1,-0.00177544
weight,1,4,2,0.00131745
weight,1,4,3,-0.00211166
weight,1,4,4,1.47611e-05
weight,1,4,5,-0.000807488
weight,1,4,6,0.000392292
weight,1,4,7,0.0030539
weight,1,4,8,0.00110529
weight,1,4,9,-0.0017629
weight,1,4,10,0.00151963
weight,1,4,11,-0.00126357
weight,1,4,12,-0.000112582
weight,1,4,13,0.000610783
weight,1,4,14,0.00118947
weight,1,4,15,0.00196351
weight,1,4,16,-0.000934602
weight,1,4,17,-0.000684467
weight,1,4,18,0.00214593
weight,1,4,19,-0.00118666
weight,1,4,20,0.00177568
weight,1,4,21,-0.00161589
weight,1,4,22,-0.00194864
weight,1,4,23,-0.000328404
weight,1,4,24,0.00201906
weight,1,4,25,-0.00184566
weight,1,4,26,-0.00223998
weight,1,4,27,-0.00149818
weight,1,4,28,-0.000656144
weight,1,4,29,5.28601e-05
weight,1,4,30,6.64084e-05
weight,1,4,31,-0.00288761
weight,1,4,32,-0.000293702
weight,1,4,33,0.0014506
weight,1,4,34,-0.00115031
weight,1,4,35,-0.000164347
weight,1,4,36,-0.000676801
weight,1,4,37,0.00087667
weight,1,4,38,-0.000565129
weight,1,4,39,0.00219233
weight,1,4,40,0.00230443
weight,1,4,41,-0.00114664
weight,1,4,42,-0.00130599
weight,1,4,43,0.00174969
weight,1,4,44,0.000569646
weight,1,4,45,0.000493599
weight,1,4,46,0.000801479
weight,1,4,47,-0.000316265
weight,1,4,48,-0.00145938
weight,1,4,49,0.000540218
weight,1,4,50,0.000434391
weight,1,4,51,-0.00297435
weight,1,4,52,-0.00183971
weight,1,4,53,0.00148159
weight,1,4,54,0.00103335
weight,1,4,55,0.000445883
weight,1,4,56,0.00120723
weight,1,4,57,-0.001539
weight,1,4,58,0.00298425
weight,1,4,59,-0.000483767
weight,1,4,60,-0.000721136
weight,1,4,61,-0.00253445
weight,1,4,62,-0.000520534
weight,1,4,63,-0.00267775
weight,1,4,64,0.0017988
weight,1,4,65,0.000645396
weight,1,4,66,0.000571608
weight,1,4,67,-0.000250148
weight,1,4,68,0.00221898
weight,1,4,69,-0.00229965
weight,1,4,70,0.00175631
weight,1,4,71,-0.00169131
weight,1,4,72,-0.0008631
weight,1,4,73,0.00156784
weight,1,4,74,-0.00132418
weight,1,4,75,-0.000511904
weight,1,4,76,-0.000973726
weight,1,4,77,0.00197499
weight,1,4,78,0.00212872
weight,1,4,79,0.000892932
weight,1,4,80,0.00030443
weight,1,4,81,0.00253026
weight,1,4,82,-0.000471601
weight,1,4,83,-0.00246084
weight,1,4,84,0.00160269
weight,1,4,85,0.000395646
weight,1,4,86,8.08815e-05
weight,1,4,87,-0.00151055
weight,1,4,88,-0.00195895
weight,1,4,89,-0.000455412
weight,1,4,90,0.00232707
weight,1,4,91,-0.003578
weight,1,4,92,-0.000264768
weight,1,4,93,-0.000841509
weight,1,4,94,0.0017305
weight,1,4,95,0.000529859
weight,1,4,96,0.00225247
weight,1,4,97,-0.000539153
weight,1,4,98,-0.00136744
weight,1,4,99,0.00113037
weight,1,4,100,-0.000912304
weight,1,4,101,-0.000964792
weight,1,4,102,-0.00158718
weight,1,4,103,0.00181501
weight,1,4,104,0.000174691
weight,1,4,105,-0.0031064
weight,1,4,106,0.0012482
weight,1,4,107,0.000766089
weight,1,4,108,-0.00114643
weight,1,4,109,-0.00147429
weight,1,4,110,-0.00288277
weight,1,4,111,0.00106045
weight,1,4,112,-0.000234069
weight,1,4,113,-0.00139191
weight,1,4,114,0.000166505
weight,1,4,115,-0.00154624
weight,1,4,116,0.00203263
weight,1,4,117,0.00169483
weight,1,4,118,-0.000382851
weight,1,4,119,0.000716492
weight,1,4,120,-0.00245017
weight,1,4,121,0.00127121
weight,1,4,122,-0.000380802
weight,1,4,123,0.00145824
weight,1,4,124,-0.000196489
weight,1,4,125,0.00112102
weight,1,4,126,0.00144927
weight,1,4,127,-0.000838296
weight,1,5,0,0.000910705
weight,1,5,1,-0.00240023
weight,1,5,2,0.00214541
weight,1,5,3,0.0011881
weight,1,5,4,0.0025018
weight,1,5,5,0.0018075
weight,1,5,6,0.00010524
weight,1,5,7,0.00435268
weight,1,5,8,0.00282621
weight,1,5,9,-0.00160751
weight,1,5,10,0.00153439
weight,1,5,11,-0.00255125
weight,1,5,12,-0.000646586
weight,1,5,13,-0.00230914
weight,1,5,14,0.000522839
weight,1,5,15,0.00108697
weight,1,5,16,-0.00370181
weight,1,5,17,-0.00189204
weight,1,5,18,0.0027984
weight,1,5,19,-0.0024755
weight,1,5,20,0.000130095
weight,1,5,21,0.000156505
weight,1,5,22,-0.00157774
weight,1,5,23,0.000375015
weight,1,5,24,-0.00138972
weight,1,5,25,0.000570595
weight,1,5,26,-0.00309767
weight,1,5,27,0.00130234
weight,1,5,28,-0.00121455
weight,1,5,29,-5.63136e-05
weight,1,5,30,-0.00161119
weight,1,5,31,0.000385606
weight,1,5,32,0.000987873
weight,1,5,33,0.000369654
weight,1,5,34,-0.000164067
weight,1,5,35,-0.00065373
weight,1,5,36,0.000412123
weight,1,5,37,-0.000114106
weight,1,5,38,-0.000563224
weight,1,5,39,0.00274575
weight,1,5,40,0.000853359
weight,1,5,41,-0.000213588
weight,1,5,42,-4.01784e-05
weight,1,5,43,-0.00302293
weight,1,5,44,-0.00057817
weight,1,5,45,0.00123143
weight,1,5,46,0.00118023
weight,1,5,47,-0.00114176
weight,1,5,48,0.00439942
weight,1,5,49,-0.00167805
weight,1,5,50,-0.00240369
weight,1,5,51,-0.00163336
weight,1,5,52,-0.0012902
weight,1,5,53,0.00254969
weight,1,5,54,0.000440866
weight,1,5,55,-0.000746741
weight,1,5,56,0.00121092
weight,1,5,57,0.00112469
weight,1,5,58,0.00203647
weight,1,5,59,-0.000313421
weight,1,5,60,-0.000857187
weight,1,5,61,0.000674493
weight,1,5,62,-0.00129995
weight,1,5,63,-0.000194572
weight,1,5,64,0.000935184
weight,1,5,65,-0.00475009
weight,1,5,66,-0.000295441
weight,1,5,67,-0.00259716
weight,1,5,68,-0.000347115
weight,1,5,69,-0.000272247
weight,1,5,70,0.000567426
weight,1,5,71,-0.00176752
weight,1,5,72,-0.000906151
weight,1,5,73,0.000626215
weight,1,5,74,0.000689918
weight,1,5,75,-0.000844527
weight,1,5,76,0.000529262
weight,1,5,77,-0.00022824
weight,1,5,78,0.00151592
weight,1,5,79,-0.00256689
weight,1,5,80,0.00175261
weight,1,5,81,-0.000440334
weight,1,5,82,0.000588964
weight,1,5,83,-0.000312905
weight,1,5,84,0.00103835
weight,1,5,85,-0.00511854
weight,1,5,86,-0.00204318
weight,1,5,87,-0.000186337
weight,1,5,88,-0.000944222
weight,1,5,89,0.00137596
weight,1,5,90,0.00329652
weight,1,5,91,-0.00261035
weight,1,5,92,-0.00169854
weight,1,5,93,-0.00111156
weight,1,5,94,-0.00269694
weight,1,5,95,-0.000154372
weight,1,5,96,0.00237111
weight,1,5,97,-0.000502607
weight,1,5,98,-0.0003051
weight,1,5,99,-0.000838474
weight,1,5,100,0.000111573
weight,1,5,101,0.000479084
weight,1,5,102,0.00138518
weight,1,5,103,-0.00197932
weight,1,5,104,0.000886272
weight,1,5,105,-0.00211572
weight,1,5,106,0.00172339
weight,1,5,107,0.0021607
weight,1,5,108,-0.000753923
weight,1,5,109,-0.00184021
weight,1,5,110,-0.00285249
weight,1,5,111,-0.000342868
weight,1,5,112,0.00249864
weight,1,5,113,-0.00470034
weight,1,5,114,-0.0004633
weight,1,5,115,-0.00160831
weight,1,5,116,-0.00200083
weight,1,5,117,0.00272322
weight,1,5,118,-0.00219451
weight,1,5,119,0.00287189
weight,1,5,120,-0.00119372
weight,1,5,121,-0.00227437
weight,1,5,122,-0.000558244
weight,1,5,123,-0.000729488
weight,1,5,124,0.00256926
weight,1,5,125,-0.000757306
weight,1,5,126,-0.00244836
weight,1,5,127,-0.00107916
weight,1,6,0,0.00185382
weight,1,6,1,-0.00367267
weight,1,6,2,-0.00103509
weight,1,6,3,-0.00370772
weight,1,6,4,0.00256313
weight,1,6,5,0.00337744
weight,1,6,6,-0.00427341
weight,1,6,7,0.00448313
weight,1,6,8,0.00119436
weight,1,6,9,-0.00227754
weight,1,6,10,-0.00206239
weight,1,6,11,-0.00391005
weight,1,6,12,0.00124351
weight,1,6,13,-0.00114232
weight,1,6,14,0.00304102
weight,1,6,15,-0.00180654
weight,1,6,16,0.000649009
weight,1,6,17,0.000125503
weight,1,6,18,0.000919795
weight,1,6,19,-0.00182481
weight,1,6,20,-0.000401895
weight,1,6,21,-0.000759562
weight,1,6,22,-0.000198896
weight,1,6,23,0.00450226
weight,1,6,24,-0.00215601
weight,1,6,25,0.000656526
weight,1,6,26,-0.000328219
weight,1,6,27,-0.00196256
weight,1,6,28,0.00121537
weight,1,6,29,0.000460707
weight,1,6,30,-0.00249805
weight,1,6,31,-0.00563491
weight,1,6,32,0.00458322
weight,1,6,33,-0.00252105
weight,1,6,34,-0.00130142
weight,1,6,35,-0.00436742
weight,1,6,36,0.00232995
weight,1,6,37,0.00377767
weight,1,6,38,0.000618198
weight,1,6,39,0.00498051
weight,1,6,40,0.00315725
weight,1,6,41,-0.00571719
weight,1,6,42,0.00157655
weight,1,6,43,-0.000672804
weight,1,6,44,0.00218479
weight,1,6,45,0.00179847
weight,1,6,46,0.000779217
weight,1,6,47,-0.000928007
weight,1,6,48,0.00658769
weight,1,6,49,-0.00267215
weight,1,6,50,0.000928156
weight,1,6,51,-0.00216584
weight,1,6,52,0.000962574
weight,1,6,53,0.00488251
weight,1,6,54,-0.000214276
weight,1,6,55,-0.00155821
weight,1,6,56,0.00425891
weight,1,6,57,0.00430723
weight,1,6,58,0.00182746
weight,1,6,59,0.000903855
weight,1,6,60,0.00281771
weight,1,6,61,0.00164157
weight,1,6,62,-0.0010738
weight,1,6,63,-0.00505573
weight,1,6,64,-0.00539836
weight,1,6,65,-0.00692189
weight,1,6,66,-0.0038217
weight,1,6,67,-0.000741163
weight,1,6,68,0.000886059
weight,1,6,69,0.00230883
weight,1,6,70,-9.62486e-05
weight,1,6,71,-3.52135e-05
weight,1,6,72,-0.00110793
weight,1,6,73,-0.00204161
weight,1,6,74,-0.000800935
weight,1,6,75,0.00239627
weight,1,6,76,-0.00117937
weight,1,6,77,-0.000308031
weight,1,6,78,0.00255966
weight,1,6,79,0.00177317
weight,1,6,80,0.00100119
weight,1,6,81,-0.000562002
weight,1,6,82,0.00691103
weight,1,6,83,-0.000926929
weight,1,6,84,-0.00403757
weight,1,6,85,-0.00532939
weight,1,6,86,0.0040467
weight,1,6,87,-0.00374779
weight,1,6,88,-0.00195066
weight,1,6,89,0.00521028
weight,1,6,90,0.00366808
weight,1,6,91,-0.00702435
weight,1,6,92,0.00303932
weight,1,6,93,0.00288102
weight,1,6,94,0.00220203
weight,1,6,95,-0.000245323
weight,1,6,96,0.00123695
weight,1,6,97,-0.00206269
weight,1,6,98,0.00421535
weight,1,6,99,-0.00355899
weight,1,6,100,-0.0016073
weight,1,6,101,0.00364782
weight,1,6,102,0.00170985
weight,1,6,103,-0.00489009
weight,1,6,104,0.00484035
weight,1,6,105,-0.000400871
weight,1,6,106,0.00289589
weight,1,6,107,0.00133563
weight,1,6,108,0.00608387
weight,1,6,109,0.00474184
weight,1,6,110,-0.000440643
weight,1,6,111,0.000509882
weight,1,6,112,-0.00201804
weight,1,6,113,-0.00746169
weight,1,6,114,-0.00403585
weight,1,6,115,-0.00225107
weight,1,6,116,-0.00268414
weight,1,6,117,0.00300445
weight,1,6,118,0.000737492
weight,1,6,119,0.00389334
weight,1,6,120,-0.000316836
weight,1,6,121,-0.00118343
weight,1,6,122,-0.00149326
weight,1,6,123,2.14671e-05
weight,1,6,124,0.00246687
weight,1,6,125,-0.00135062
weight,1,6,126,-0.00483947
weight,1,6,127,0.000276341
weight,1,7,0,0.00385723
weight,1,7,1,-0.00847805
